UID,Timestamp,Value,Device_id,Node_id
C-BLCW1-CL1-R-COP-471FNF_PID:OUTP.Value,2022-05-26T14:08:54.727Z,64.96034,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->Root/Control Network/Cooller/Applications/Cooler/Control Modules/COOLER_FANS_GRP3/471FNF_PID:OUTP.Value
C-BLCW1-CL1-F-CSP-471FNB_PID:IO.Out.WSP.Value,2022-05-26T14:08:54.727Z,808.49506,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->Root/Control Network/Cooller/Applications/Cooler/Control Modules/COOLER_FANS_GRP3/471FNB_PID:IO.Out.WSP.Value
C-BLCW1-PH1-T-PV-441IX1_TZD,2022-05-26T14:08:54.767Z,52.474243,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZD.Signal.Value
C-BLCW1-KL1-T-PV-_461KL1_TZ9,2022-05-26T14:08:54.767Z,42.220184,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZ9.Signal.Value
C-BLCW1-KL1-P-PV-_461KL1_PZZ1,2022-05-26T14:08:54.767Z,-2.5768661,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_PZZ1.Signal.Value
C-BLCW1-PH1-T-PV-441PH1_TZC,2022-05-26T14:08:54.767Z,675.1934,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZC.Signal.Value
C-BLCW1-KL1-T-PV-_421IX1_TZD,2022-05-26T14:08:54.767Z,50.391388,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZD.Signal.Value
C-BLCW1-KL1-T-PV-_421IX1_TZ2,2022-05-26T14:08:54.767Z,96.43854,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ2.Signal.Value
C-BLCW1-KL1-Q-PV-4512K1_XZ2A,2022-05-26T14:08:54.767Z,3.948974,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ2A.Signal.Value
C-BLCW1-KL1-T-PV-461KL1_TZB,2022-05-26T14:08:54.767Z,41.70749,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZB.Signal.Value
C-BLCW1-KL1-P-PV-_421BH1_PZ4,2022-05-26T14:08:54.767Z,5.0644817,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421BH1_PZ4.Signal.Value
C-BLCW1-KL1-T-PV-421IX1_TZ3,2022-05-26T14:08:54.767Z,96.93521,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ3.Signal.Value
C-BLCW1-KL1-T-PV-421IX1_TZ7,2022-05-26T14:08:54.767Z,97.68826,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ7.Signal.Value
C-BLCW1-KL1-T-PV-LC2_DCS_ROOM_TEMP,2022-05-26T14:08:54.767Z,24.33966,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.LC2_DCS_ROOM_TEMP.Signal.Value
C-BLCW1-KL1-T-PV-451FN1_TZ1B,2022-05-26T14:08:54.767Z,65.93271,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451FN1_TZ1B.Signal.Value
C-BLCW1-KL1-Q-PV-4612K1_XZ2,2022-05-26T14:08:54.767Z,2.6720455,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ2.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ3,2022-05-26T14:08:54.767Z,-565.9419,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ3.Signal.Value
C-BLCW1-KL1-T-PV-451PR1_TZD1,2022-05-26T14:08:54.767Z,879.6887,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_TZD1.Signal.Value
C-BLCW1-KL1-T-PV-421BH1_TZ7,2022-05-26T14:08:54.767Z,171.60907,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421BH1_TZ7.Signal.Value
C-BLCW1-KL1-T-PV-_481FN5_TZ1,2022-05-26T14:08:54.767Z,51.09636,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._481FN5_TZ1.Signal.Value
C-BLCW1-KL1-T-PV-_451IX1_TZD,2022-05-26T14:08:54.767Z,65.4841,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_TZD.Signal.Value
C-BLCW1-KL1-X-PV-451IX1_XZ1,2022-05-26T14:08:54.767Z,1.2687876,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ1.Signal.Value
C-BLCW1-KL1-Q-PV-4512K1_XZ1,2022-05-26T14:08:54.767Z,0.1045243,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4512K1_XZ1.Signal.Value
C-BLCW1-KL1-J-PV-451IX1_JZ1,2022-05-26T14:08:54.767Z,1948.9541,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_JZ1.Signal.Value
C-BLCW1-KL1-T-PV-_421IX1_TZ9,2022-05-26T14:08:54.767Z,98.42526,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ9.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ3,2022-05-26T14:08:54.767Z,78.89447,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ3.Signal.Value
C-BLCW1-KL1-I-PV-461KL1_IZ2,2022-05-26T14:08:54.767Z,306.7258,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ2.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ2,2022-05-26T14:08:54.767Z,82.40329,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ2.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZA,2022-05-26T14:08:54.767Z,75.86633,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZA.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ7,2022-05-26T14:08:54.767Z,75.321594,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ7.Signal.Value
C-BLCW1-KL1-J-PV-KILN_CLR_TR1_JZ1,2022-05-26T14:08:54.767Z,989.6756,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.KILN_CLR_TR1_JZ1.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ2,2022-05-26T14:08:54.767Z,-737.438,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ2.Signal.Value
C-BLCW1-PH1-X-PV-441IX1_XZ1,2022-05-26T14:08:54.767Z,1.3366903,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_XZ1.Signal.Value
C-BLCW1-KL1-S-PV-451VM1_ZZ1,2022-05-26T14:08:54.767Z,56.884567,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451VM1_ZZ1.Signal.Value
C-BLCW1-KL1-T-PV-_461KL1_TZ3,2022-05-26T14:08:54.767Z,42.748917,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZ3.Signal.Value
C-BLCW1-KL1-T-PV-_461KL1_TZ5,2022-05-26T14:08:54.767Z,47.074844,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZ5.Signal.Value
C-BLCW1-KL1-T-PV-461KL1_TZ7,2022-05-26T14:08:54.767Z,45.248337,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZ7.Signal.Value
C-BLCW1-KL1-T-PV-421IX1_TZ8,2022-05-26T14:08:54.767Z,96.75897,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ8.Signal.Value
C-BLCW1-KL1-I-PV-461KL1_IZ3,2022-05-26T14:08:54.767Z,9.162433,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_IZ3.Signal.Value
C-BLCW1-PH1-T-PV-_441IX1_TZE,2022-05-26T14:08:54.767Z,56.559845,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZE.Signal.Value
C-BLCW1-KL1-T-PV-_421IX1_TZ1,2022-05-26T14:08:54.767Z,96.774994,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ1.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZB,2022-05-26T14:08:54.767Z,78.59006,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZB.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ5,2022-05-26T14:08:54.767Z,-475.3979,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ5.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ5,2022-05-26T14:08:54.767Z,81.90662,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ5.Signal.Value
C-BLCW1-KL1-J-PV-COOLER_TR2_JZ1,2022-05-26T14:08:54.767Z,215.76257,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS.COOLER_TR2_JZ1.Signal.Value
C-BLCW1-PH1-P-PV-441PH1_PZ9,2022-05-26T14:08:54.767Z,-118.38559,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_PZ9.Signal.Value
C-BLCW1-KL1-T-PV-421IX1_TZ4,2022-05-26T14:08:54.767Z,97.78439,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZ4.Signal.Value
C-BLCW1-KL1-P-PV-451FN1_PZ1,2022-05-26T14:08:54.767Z,-766.2623,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451FN1_PZ1.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ9,2022-05-26T14:08:54.767Z,79.59946,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ9.Signal.Value
C-BLCW1-KL1-P-PV-461KL1_PZ1,2022-05-26T14:08:54.767Z,-45.45662,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_PZ1.Signal.Value
C-BLCW1-PH1-T-PV-441FN1_TZ2,2022-05-26T14:08:54.767Z,51.945526,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441FN1_TZ2.Signal.Value
C-BLCW1-PH1-P-PV-441PH1_PZA,2022-05-26T14:08:54.767Z,-180.01984,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_PZA.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ4,2022-05-26T14:08:54.767Z,78.52597,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ4.Signal.Value
C-BLCW1-KL1-Q-PV-4612K1_XZ3,2022-05-26T14:08:54.767Z,451.36188,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4612K1_XZ3.Signal.Value
C-BLCW1-KL1-T-PV-461KL1_TZE,2022-05-26T14:08:54.767Z,68.54428,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZE.Signal.Value
C-BLCW1-KL1-T-PV-461KL1_TZA,2022-05-26T14:08:54.767Z,43.870453,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZA.Signal.Value
C-BLCW1-KL1-T-PV-_451FN1_TZ2A,2022-05-26T14:08:54.767Z,62.744324,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451FN1_TZ2A.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ8,2022-05-26T14:08:54.767Z,80.81711,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ8.Signal.Value
C-BLCW1-KL1-T-PV-461KL1_TZF,2022-05-26T14:08:54.767Z,52.68254,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_TZF.Signal.Value
C-BLCW1-KL1-T-PV-_421IX1_TZB,2022-05-26T14:08:54.767Z,93.826965,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZB.Signal.Value
C-BLCW1-PH1-T-PV-441PH1_TZ8,2022-05-26T14:08:54.767Z,739.7421,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_TZ8.Signal.Value
C-BLCW1-KL1-T-PV-421IX1_TZC,2022-05-26T14:08:54.767Z,90.62256,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_TZC.Signal.Value
C-BLCW1-KL1-X-PV-_421IX1_XZ2,2022-05-26T14:08:54.767Z,1.0708781,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_XZ2.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZA,2022-05-26T14:08:54.767Z,-24.752575,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZA.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZE,2022-05-26T14:08:54.767Z,-96.113525,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZE.Signal.Value
C-BLCW1-KL1-T-PV-451IX1_TZ9,2022-05-26T14:08:54.767Z,87.56238,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_TZ9.Signal.Value
C-BLCW1-KL1-J-PV-421IX1_JZ1,2022-05-26T14:08:54.767Z,1165.1179,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421IX1_JZ1.Signal.Value
C-BLCW1-KL1-X-PV-451IX1_XZ2,2022-05-26T14:08:54.767Z,1.6620127,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451IX1_XZ2.Signal.Value
C-BLCW1-KL1-R-PV-461KL1_SZ2,2022-05-26T14:08:54.767Z,3.431838,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_SZ2.Signal.Value
C-BLCW1-KL1-I-PV-421SPRS_IZ1,2022-05-26T14:08:54.767Z,755.82697,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._421SPRS_IZ1.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ6,2022-05-26T14:08:54.767Z,81.31381,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ6.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZF,2022-05-26T14:08:54.767Z,-53.33716,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZF.Signal.Value
C-BLCW1-KL1-J-PV-441IX1_JZ1,2022-05-26T14:08:54.767Z,540.8652,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_JZ1.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ8,2022-05-26T14:08:54.767Z,-456.9558,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ8.Signal.Value
C-BLCW1-PH1-T-PV-441IX1_TZ1,2022-05-26T14:08:54.767Z,80.38452,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441IX1_TZ1.Signal.Value
C-BLCW1-KL1-J-PV-431MD2B_JZ1,2022-05-26T14:08:54.767Z,75.63271,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD2B_JZ1.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ7,2022-05-26T14:08:54.767Z,-341.442,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ7.Signal.Value
C-BLCW1-KL1-R-PV-4212D1_SZ1,2022-05-26T14:08:54.767Z,958.2971,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_SZ1.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZ4,2022-05-26T14:08:54.767Z,-587.4235,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZ4.Signal.Value
C-BLCW1-KL1-I-PV-4212D1_IZ1,2022-05-26T14:08:54.767Z,38.707104,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._4212D1_IZ1.Signal.Value
C-BLCW1-KL1-F-PV-431FM2_QZ1,2022-05-26T14:08:54.767Z,409.6025,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431FM2_QZ1.Signal.Value
C-BLCW1-KL1-X-PV-461KL1_XZ1,2022-05-26T14:08:54.767Z,0.8685435,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._461KL1_XZ1.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZD,2022-05-26T14:08:54.767Z,-102.223236,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZD.Signal.Value
C-BLCW1-KL1-P-PV-451PR1_PZB,2022-05-26T14:08:54.767Z,-64.148926,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._451PR1_PZB.Signal.Value
C-BLCW1-KL1-J-PV-431MD2A_JZ1,2022-05-26T14:08:54.767Z,78.347755,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._431MD2A_JZ1.Signal.Value
C-BLCW1-PH1-P-PV-441PH1_PZB,2022-05-26T14:08:54.767Z,-84.57695,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_PZB.Signal.Value
C-BLCW1-PH1-P-PV-441PH1_PZ8,2022-05-26T14:08:54.767Z,-252.99458,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{CC32E302-8E22-437C-A9D1-9C307A38EE3C}:IO.AIS._441PH1_PZ8.Signal.Value
C-BLCW1-RM1-S-PV-_361VM1_ZZ1,2022-05-26T14:08:54.777Z,65.58938,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{EA59F6F6-EA61-4BCA-BA4D-54992FE0EA49}:IO.AIS._361VM1_ZZ1.Signal.Value
C-BLCW1-RM1-S-PV-_361VM1_ZZ1,2022-05-26T14:08:55.276Z,65.51156,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{EA59F6F6-EA61-4BCA-BA4D-54992FE0EA49}:IO.AIS._361VM1_ZZ1.Signal.Value
C-BLCW1-PP1-O-PV-Bulk_Load_SP,2022-05-26T14:08:55.368Z,99.31487,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS.Bulk_Load_SP.Signal.Value
C-BLCW1-PP1-L-PV-_6122L1_WZ1,2022-05-26T14:08:55.368Z,13.447928,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._6122L1_WZ1.Signal.Value
C-BLCW1-PP1-R-PV-_643FN1_SZ1,2022-05-26T14:08:55.368Z,1474.5022,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._643FN1_SZ1.Signal.Value
C-BLCW1-PP1-R-PV-_644FN1_SZ1,2022-05-26T14:08:55.368Z,1492.8817,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._644FN1_SZ1.Signal.Value
C-BLCW1-PP1-L-PV-_6142L1_WZ1,2022-05-26T14:08:55.368Z,13.67361,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._6142L1_WZ1.Signal.Value
C-BLCW1-PP1-L-PV-_6132L1_WZ1,2022-05-26T14:08:55.368Z,18.533531,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._6132L1_WZ1.Signal.Value
C-BLCW1-PP1-I-PV-811MD1_IZ1A,2022-05-26T14:08:55.368Z,4.19501,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._811MD1_IZ1A.Signal.Value
C-BLCW1-PP1-J-PV-_611BE1_JZ1,2022-05-26T14:08:55.368Z,13.913695,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._611BE1_JZ1.Signal.Value
C-BLCW1-PP1-J-PV-_613BE1_JZ1,2022-05-26T14:08:55.368Z,13.6401005,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._613BE1_JZ1.Signal.Value
C-BLCW1-PP1-J-PV-_615BE1_JZ1,2022-05-26T14:08:55.368Z,15.327992,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._615BE1_JZ1.Signal.Value
C-BLCW1-PP1-J-PV-_612BE1_JZ1,2022-05-26T14:08:55.368Z,9.489525,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._612BE1_JZ1.Signal.Value
C-BLCW1-PP1-P-PV-PACKER2_PZ1,2022-05-26T14:08:55.368Z,5.3797207,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS.PACKER2_PZ1.Signal.Value
C-BLCW1-PP1-J-PV-_614BE1_JZ1,2022-05-26T14:08:55.368Z,18.70512,,ns=3;s=ES2->ABB.AfwOpcDaSurrogate.1->{F9E32BB0-94D1-49DB-B3A9-B029F984E609}:IO.AIS._614BE1_JZ1.Signal.Value
